,No.,Name,Yr.,Ht.,Wt.,DOB,Hometown,Position,Height_Inches,Draft_Year,NHL_Team,D_Round,Last Team,League,School
,20,"Allen, Matt",So,5-10,168,5/13/2000,"Minco, Okla.",Forwards,70,,,,Mass.-Lowell,HEA,Mass-Lowell
,8,"Armstrong-Kingkade, Nik",So,5-9,185,5/1/1999,"Alexandria, Va.",Forwards,69,,,,Mass.-Lowell,HEA,Mass-Lowell
,18,"Berglund, Carl",Jr,6-2,195,1/16/2000,"Hammarö, Sweden",Forwards,74,,,,Sioux Falls,USHL,Mass-Lowell
,29,"Brushett, Ryan",Jr,6-0,181,6/14/1998,"Verdun, Que.",Forwards,72,,,,Omaha,NCHC,Mass-Lowell
,21,"Chambers, Brian",Jr,6-1,180,6/24/1998,"Weymouth, Mass.",Forwards,73,,,,Mass.-Lowell,HEA,Mass-Lowell
,5,"Cole, Owen",Fr,5-10,172,1/29/2000,"Dunnville, Ont.",Forwards,70,,,,Brooks,AJHL,Mass-Lowell
,24,"Condotta, Lucas (C)",Sr,6-2,209,11/6/1997,"Georgetown, Ont.",Forwards,74,,,,Markham,OJHL,Mass-Lowell
,25,"Crasa, Matt",Fr,5-11,185,3/4/2001,"New York, N.Y.",Forwards,71,,,,Fargo,USHL,Mass-Lowell
,23,"Kaiser, Zach",Jr,6-1,180,9/6/1998,"Orangeville, Ont.",Forwards,73,,,,Sherwood Park,AJHL,Mass-Lowell
,4,"Knoblauch, Sam",Sr,6-1,190,2/15/1998,"Rochester, Mich.",Forwards,73,,,,Carleton Place,CCHL,Mass-Lowell
,19,"Latta, Josh",Jr,5-11,181,8/14/1998,"West Vancouver, B.C.",Forwards,71,,,,UMass Lowell,HEA,Mass-Lowell
,26,"Lee, Andre",Jr,6-4,205,7/26/2000,"Karlstad, Sweden",Forwards,76,2019,LAK,7,Sioux Falls,USHL,Mass-Lowell
,27,"Owens, Stefan",Fr,5-10,170,4/24/2000,"Midlothian, Va.",Forwards,70,,,,Maine,NAHL,Mass-Lowell
,28,"Sodergren, Connor",Sr,5-11,190,9/11/1996,"Tewksbury, Mass.",Forwards,71,,,,West Kelowna,BCHL,Mass-Lowell
,9,"Stefanson, Reid",Sr,6-0,185,2/20/1997,"Winnipeg, Man.",Forwards,72,,,,Sioux Falls,USHL,Mass-Lowell
,15,"Sterrett, Jackson",So,5-11,183,6/24/1999,"Hedersonville, Tenn.",Forwards,71,,,,Maryland,NAHL,Mass-Lowell
,22,"Wells, Blake",Jr,6-2,200,8/2/1999,"Blackie, Alb.",Forwards,74,,,,Mass.-Lowell,HEA,Mass-Lowell
,1,"Nordlund, Edvard",Fr,6-2,176,7/12/2001,"Stockholm, Sweden",Goaltenders,74,,,,Danbury,NAHL,Mass-Lowell
,31,"Savory, Owen",Sr,6-0,185,10/11/1997,"Cambridge, Ont.",Goaltenders,72,,,,St. Catharines,GOJHL,Mass-Lowell
,33,"Welsch, Henry",So,6-2,195,11/17/2000,"Lakeville, Minn.",Goaltenders,74,,,,Aberdeen,NAHL,Mass-Lowell
,18,"Beck, Noah",So,6-3,191,3/25/2001,"Richmond Hill, Ont.",Defensemen,75,2020,STL,7,Fargo,USHL,Clarkson
,4,"Hurley, Brian",Sr,6-0,216,6/18/1998,"Dellwood, Minn.",Defensemen,72,,,,Chicago,USHL,Clarkson
,2,"Kaelble, Lukas",Gr,6-2,205,10/13/1997,"Mannheim, Germany",Defensemen,74,,,,Lake Superior State,WCHA,Clarkson
,12,"Lewandowski, Caden",Fr,6-4,205,6/2/2000,"Port Huron, Mich.",Defensemen,76,,,,Johnstown,NAHL,Clarkson
,27,"McFaul, Dustyn",Jr,6-2,191,8/4/2000,"Waterdown, Ont.",Defensemen,74,2018,BOS,6,Pickering,OJHL,Clarkson
,16,"Pasanen, Tommy",So,6-4,218,7/30/2001,"Schweinfurt, Germany",Defensemen,76,,,,Clarkson,ECAC,Clarkson
,23,"Power, Jordan",So,6-1,187,7/13/2001,"Ottawa, Ont.",Defensemen,73,,,,Clarkson,ECAC,Clarkson
,3,"Taylor, Kaelan",So,6-2,185,1/3/1999,"Oceanside, Calif.",Defensemen,74,,,,Dubuque,USHL,Clarkson
,5,"Underwood, Michael",Sr,6-1,198,6/28/1998,"Bloomfield Hills, Mich.",Defensemen,73,,,,Green Bay,USHL,Clarkson
,44,"Callin, Anthony",Sr,6-0,206,12/23/1998,"Middleton, Wis.",Forwards,72,,,,Madison,USHL,Clarkson
,20,"Campbell, Charlie",So,5-10,163,12/1/1999,"Chateauguay, Que.",Forwards,70,,,,Cornwall,CCHL,Clarkson
,11,"Campbell, Alex",So,5-11,154,2/27/2001,"Chateauguay, Que.",Forwards,71,2019,NSH,3,Clarkson,ECAC,Clarkson
,19,"Campoli, Nick",Sr,5-11,191,2/16/1999,"Toronto, Ont.",Forwards,71,2017,VGK,6,North York,OJHL,Clarkson
,9,"Collins, Jamie",Sr,5-7,158,9/21/1997,"Fergus, Ont.",Forwards,67,,,,Clarkson,ECAC,Clarkson
,13,"Gosselin, Mathieu",Jr,5-10,161,5/18/1999,"Québec City, Que.",Forwards,70,,,,Merritt,BCHL,Clarkson
,21,"Grannis, George",Fr,6-0,195,4/16/2000,"Duluth, Minn.",Forwards,72,,,,Bismark,NAHL,Clarkson
,6,"Jacome, Jack (C)",Gr,5-8,170,12/7/1998,"Caledon, Ont.",Forwards,68,,,,Georgetown,OJHL,Clarkson
,8,"Klack, Chris",Sr,5-9,174,6/28/1998,"Georgetown, Ont.",Forwards,69,,,,Penticton,BCHL,Clarkson
,15,"Martino, Ayrton",Fr,5-11,167,9/28/2002,"Toronto, Ont.",Forwards,71,2021,DAL,3,Omaha,USHL,Clarkson
,14,"Mobley, Luke",So,6-3,203,11/26/1999,"St. Louis Park, Minn.",Forwards,75,,,,Clarkson,ECAC,Clarkson
,26,"Richardson, Ryan",Fr,6-1,185,4/9/2001,"Stittsville, Ont.",Forwards,73,,,,Fargo,USHL,Clarkson
,28,"Robert, Jordan",Jr,5-10,198,3/18/1998,"Massena, N.Y.",Forwards,70,,,,Cowichan Valley,BCHL,Clarkson
,29,"Romano, Anthony",Jr,5-11,185,10/7/2000,"Richmond Hill, Ont.",Forwards,71,2019,ARI,6,Sioux Falls,USHL,Clarkson
,39,"Santerno, Luke",Gr,6-3,200,6/24/1996,"Smithers, B.C.",Forwards,75,,,,Bentley,AHA,Clarkson
,17,"Tsekos, Zach (C)",Gr,5-10,185,11/15/1996,"Montréal, Que.",Forwards,70,,,,Sacred Heart,AHA,Clarkson
,47,"Haider, Ethan",So,6-3,209,9/4/2001,"St. Louis Park, Minn.",Goaltenders,75,2019,NSH,5,Clarkson,ECAC,Clarkson
,42,"Mucitelli, Jacob",So,6-3,188,3/24/2000,"Deerfield, N.Y.",Goaltenders,75,,,,Clarkson,ECAC,Clarkson
,34,"Parker, Brady",Fr,5-10,180,7/10/2000,"Scottsdale, Ariz.",Goaltenders,70,,,,Okotoks,AJHL,Clarkson
,2,"Behrens, Sean",Fr,5-9,178,3/31/2003,"Barrington, Ill.",Defensemen,69,2021,COL,2,US Under-18 Team,NTDP,Denver
,20,"Benning, Mike",So,5-9,178,1/5/2002,"St. Albert, Alb.",Defensemen,69,2020,FLA,4,Sherwood Park,AJHL,Denver
,26,"Buium, Shai",Fr,6-3,220,3/26/2003,"San Diego, Calif.",Defensemen,75,2021,DET,2,Sioux City,USHL,Denver
,21,"Irwin, Reid",So,6-1,178,3/1/1999,"Victoria, B.C.",Defensemen,73,,,,Denver,NCHC,Denver
,23,"Krenzen, Lane",Jr,5-10,183,2/21/1998,"Twig, Minn.",Defensemen,70,,,,Austin Bruins,NAHL,Denver
,32,"Lee, Justin",Jr,6-0,182,3/14/2000,"Waskada, Man.",Defensemen,72,,,,Fargo,USHL,Denver
,27,"Mayhew, Kyle",Sr,5-7,154,12/25/1997,"Anaheim Hills, Calif.",Defensemen,67,,,,Fairbanks,NAHL,Denver
,3,"Tuomisto, Antti",So,6-5,205,1/20/2001,"Pori, Finland",Defensemen,77,2019,DET,2,Assat,Europe,Denver
,18,"Barrow, Ryan",Sr,6-2,185,2/15/1997,"Banff, Alb.",Forwards,74,,,,Langley,BCHL,Denver
,24,"Brink, Bobby",Jr,5-9,164,7/8/2001,"Minnetonka, Minn.",Forwards,69,2019,PHI,2,Sioux City,USHL,Denver
,22,"Caponi, Connor",So,5-9,186,3/20/2000,"Nashville, Tenn.",Forwards,69,,,,Waterloo,USHL,Denver
,4,"Devine, Jack",Fr,5-11,165,10/2/2003,"Glencoe, Ill.",Forwards,71,2022,FLA,7,US Under-18 Team,NTDP,Denver
,28,"Edwards, Brett",Jr,5-11,196,9/10/1998,"Grande Prairie, Alb.",Forwards,71,,,,Denver,NCHC,Denver
,19,"Guttman, Cole",Sr,5-11,175,4/6/1999,"Los Angeles, Calif.",Forwards,71,2017,TBL,6,Dubuque ,USHL,Denver
,15,"King, Carter",So,5-10,185,8/30/2001,"Calgary, Alb.",Forwards,70,,,,Surrey,BCHL,Denver
,34,"Mazur, Carter",Fr,6-0,173,3/28/2002,"Jackson, Mich.",Forwards,72,2021,DET,3,Tri-City,USHL,Denver
,9,"Ozar, Owen",Fr,5-9,156,4/5/2000,"Prince Albert, Sask.",Forwards,69,,,,Denver,NCHC,Denver
,13,"Rizzo, Massimo",Fr,5-11,178,6/13/2001,"Burnaby, B.C.",Forwards,71,2019,CAR,7,Chilliwack,BCHL,Denver
,8,"Savoie, Carter",So,5-10,190,1/23/2002,"St. Albert, Alb.",Forwards,70,2020,EDM,4,Sherwood Park,AJHL,Denver
,7,"Stapley, Brett",Sr,5-11,177,2/23/1999,"Campbell River, B.C.",Forwards,71,2018,MTL,7,Vernon ,BCHL,Denver
,6,"Webster, McKade",So,5-10,170,7/28/2000,"St. Louis, Mo.",Forwards,70,2019,TBL,7,Green Bay,USHL,Denver
,25,"Works, Jack",So,5-11,181,5/23/2001,"Yellowknife, NWT",Forwards,71,,,,Denver,NCHC,Denver
,16,"Wright, Cameron",Gr,6-1,190,8/11/1998,"Newmarket, Ont.",Forwards,73,,,,Bowling Green,WCHA,Denver
,31,"Caruso, Jack",So,5-9,180,6/7/1999,"St. Louis, Mo.",Goaltenders,69,,,,Fairbanks,NAHL,Denver
,30,"Chrona, Magnus",Jr,6-5,216,8/28/2000,"Skellefteå, Sweden",Goaltenders,77,2018,TBL,5,Skellefteå AIK J20,Europe,Denver
,35,"Davis, Matt",Fr,6-0,179,6/16/2001,"Calgary, Alb.",Goaltenders,72,,,,Green Bay,USHL,Denver
,5,"Berger, Christian",So,6-0,182,5/22/2000,"St. Louis, Mo.",Defensemen,72,,,,Omaha,USHL,Penn-State
,3,"DeNaples, Paul (C)",Sr,6-0,184,9/19/1998,"Moscow, Pa.",Defensemen,72,,,,Sioux Falls,USHL,Penn-State
,6,"Dowd, Jr., Jimmy",So,5-9,161,7/19/2000,"Pt. Pleasant, N.J.",Defensemen,69,,,,Chicago,USHL,Penn-State
,15,"Johnson, Kenny",Jr,6-4,230,5/28/1998,"Ann Arbor, Mich.",Defensemen,76,,,,Victoria,BCHL,Penn-State
,4,"Mack, Simon",Fr,5-10,180,3/29/2001,"Brockville, Ont.",Defensemen,70,,,,Des Moines,USHL,Penn-State
,18,"Phillips, Clayton",Sr,6-0,195,9/9/1999,"Edina, Minn.",Defensemen,72,2017,PIT,3,Minnesota,B10,Penn-State
,14,"Copeland, Ben",Sr,6-1,172,4/27/1999,"Edina, Minn.",Forwards,73,,,,Colorado College,NCHC,Penn-State
,7,"Dyck, Carson",Fr,6-0,180,6/7/2001,"Lethbridge, Alb.",Forwards,72,,,,Okotoks,AJHL,Penn-State
,13,"Dzhaniyev, Danny",Fr,5-4,145,9/15/2002,"Brooklyn, N.Y.",Forwards,64,,,,Dubuque,USHL,Penn-State
,28,"Gratton, Tyler",Jr,6-2,187,8/6/1999,"Pottstown, Pa.",Forwards,74,,,,Penn State,B10,Penn-State
,11,"Kirwan, Ryan",Fr,6-2,195,2/27/2002,"DeWitt, N.Y.",Forwards,74,,,,Green Bay,USHL,Penn-State
,9,"Lamppa, Xander",So,6-1,205,4/30/2000,"Rochester, Minn.",Forwards,73,,,,Waterloo,USHL,Penn-State
,16,"Lugris, Dylan",Fr,6-2,185,6/23/2001,"Tampa, Fla.",Forwards,74,,,,Jersey,NCDC,Penn-State
,29,"MacEachern, Connor",Jr,5-10,175,7/1/1999,"Brooklin, Ont.",Forwards,70,,,,Youngstown,USHL,Penn-State
,17,"McLane, Chase",So,6-2,183,4/22/2000,"Trenton, Mich.",Forwards,74,2020,NSH,7,Tri-City,USHL,Penn-State
,19,"McMenamin, Connor",Jr,5-11,185,2/25/1999,"Collegeville, Pa.",Forwards,71,,,,Penn State,B10,Penn-State
,23,"Paquette, Tyler",So,6-3,200,3/18/2001,"Collegeville, Pa.",Forwards,75,,,,Green Bay,USHL,Penn-State
,24,"Pilewicz, Adam",Sr,6-1,180,7/20/1996,"Sewickley, Pa.",Forwards,73,,,,Johnstown,NAHL,Penn-State
,10,"Sarlo, Christian",So,6-0,188,6/29/2001,"Lynbrook, N.J.",Forwards,72,,,,Lincoln,USHL,Penn-State
,12,"Schoen, Ben",Fr,5-8,150,5/18/2002,"Toledo, Ohio",Forwards,68,,,,Youngstown,USHL,Penn-State
,21,"Wall, Kevin",Jr,6-1,190,2/1/2000,"Penfield, N.Y.",Forwards,73,2019,CAR,6,Chilliwack,BCHL,Penn-State
,35,"Autio, Oskar",Sr,6-0,183,10/6/1999,"Espoo, Finland",Goaltenders,72,,,,Penn State,B10,Penn-State
,30,"Dorr, Doug",So,6-4,200,5/7/1999,"Pittsburgh, Pa.",Goaltenders,76,,,,Youngstown,USHL,Penn-State
,31,"Souliere, Liam",So,5-11,180,3/16/1999,"Brampton, Ont.",Goaltenders,71,,,,Victoria,BCHL,Penn-State
,26,"Campolieto, Joseph",Sr,6-0,185,4/29/1998,"Eynon, Pa.",Defensemen,72,,,,Union,ECAC,Boston-University
,14,"Driscoll, Sean",Jr,6-2,194,7/2/1998,"Mequon, Wis.",Defensemen,74,,,,Janesville,NAHL,Boston-University
,23,"Fensore, Domenick",Jr,5-7,151,9/7/2001,"Thornwood, N.Y.",Defensemen,67,2019,CAR,3,USA U-18 Team,NTDP,Boston-University
,4,"Gallagher, Ty",Fr,6-0,188,3/6/2003,"Clarkston, Mich.",Defensemen,72,2021,BOS,7,USA U-18 Team,NTDP,Boston-University
,5,"Jarman, Thomas",So,6-3,200,4/9/2001,"Gibsonia, Pa.",Defensemen,75,,,,Maryland,NAHL,Boston-University
,2,"McCarthy, Case",Jr,6-1,198,1/9/2001,"Clarence Center, N.Y.",Defensemen,73,2019,NJD,4,USA U-18 Team,NTDP,Boston-University
,19,"Page, Jack",Fr,6-4,194,11/27/2001,"West Chester, Pa.",Defensemen,76,,,,New Jersey,NCDC,Boston-University
,7,"Vlasic, Alex",Jr,6-6,199,6/5/2001,"Wilmette, Ill.",Defensemen,78,2019,CHI,2,USA U-18 Team,NTDP,Boston-University
,8,"Webber, Cade",So,6-7,208,1/5/2001,"Meadville, Pa.",Defensemen,79,2019,CAR,4,Penticton,BCHL,Boston-University
,3,"Amonte, Tristan",Fr,6-0,165,2/1/2000,"Norwell, Mass.",Forwards,72,,,,Penticton Vees,BCHL,Boston-University
,33,"Amonte, Ty",Sr,5-11,175,1/11/1998,"Norwell, Mass.",Forwards,71,,,,Boston University,HEA,Boston-University
,12,"Armstrong, Jamie",Jr,6-2,192,8/7/1998,"Warwick, R.I.",Forwards,74,,,,Boston University,HEA,Boston-University
,15,"Boguslavsky, Markus",Jr,6-1,190,5/15/1999,"Calgary, Alb.",Forwards,73,,,,Noston University,HEA,Boston-University
,37,"Brown, Matt",Jr,5-9,190,8/9/1999,"Wood Ridge, N.J.",Forwards,69,,,,UMass Lowell,HEA,Boston-University
,22,"Carrabes, Brian",Fr,5-10,165,8/1/2001,"North Andover, Mass.",Forwards,70,,,,Boston University,HEA,Boston-University
,9,"Cockerill, Logan",Sr,5-9,175,3/3/1999,"Brighton, Mich.",Forwards,69,2017,NYI,7,USA U-18 Team,NTDP,Boston-University
,27,"Copeland, John",Jr,6-6,181,3/3/1999,"Wellesley, Mass.",Forwards,78,,,,Carleton Place,CCHL,Boston-University
,21,"Kaufman, Max",Sr,5-8,165,6/26/1996,"Rochester, N.Y.",Forwards,68,,,,Vermont,HEA,Boston-University
,16,"Mastrosimone, Robert",Jr,5-10,170,1/24/2001,"East Islip, N.Y.",Forwards,70,2019,DET,2,Boston University,HEA,Boston-University
,18,"O'Brien, Jay",Jr,6-0,184,11/4/1999,"Hingham, Mass.",Forwards,72,2018,PHI,1,Providence,HEA,Boston-University
,13,"Peterson, Dylan",So,6-4,192,1/8/2002,"Roseville, Calif.",Forwards,76,2020,STL,3,USA U-18 Team,NTDP,Boston-University
,28,"Phillips, Ethan",Jr,5-9,155,5/7/2001,"Dartmouth, N.S.",Forwards,69,2019,DET,4,Boston University,HEA,Boston-University
,32,"Skoog, Wilmer",Jr,6-2,197,7/17/1999,"Tyresö, Sweden",Forwards,74,,,,Maryland Black,NAHL,Boston-University
,25,"Stevens, Sam",Jr,6-1,185,4/27/2000,"Montréal, Que.",Forwards,73,,,,Sioux Falls,USHL,Boston-University
,11,"Tuch, Luke",So,6-2,203,3/7/2002,"Baldwinsville, N.Y.",Forwards,74,2020,MTL,2,USA U-18 Team,NTDP,Boston-University
,10,"Zabaneh, Nick",So,5-10,182,3/27/2001,"Toronto, Ont.",Forwards,70,,,,Green Bay,USHL,Boston-University
,30,"Abel, Ashton",Jr,6-0,165,10/22/1999,"Fort McMurray, Alb.",Goaltenders,72,,,,Oktoks,AJHL,Boston-University
,29,"Commesso, Drew",So,6-2,180,7/19/2002,"Norwell, Mass.",Goaltenders,74,2020,CHI,2,USA U-18 Team,NTDP,Boston-University
,31,"Duplessis, Vinny",So,6-1,170,3/19/1999,"Quebec City, Que.",Goaltenders,73,,,,Whitecourt,AJHL,Boston-University
,44,"Harrison, Jake",So,5-9,179,4/13/1999,"West Kelowna, B.C.",Defensemen,69,,,,West Kelowna,BCHL,Omaha
,7,"Knoepke, Nate",Sr,6-3,205,4/7/1999,"Farmington, Minn.",Defensemen,75,,,,Minnesota,Big Ten,Omaha
,12,"Krenzen, Nolan",So,5-9,180,7/13/2001,"Duluth, Minn.",Defensemen,69,,,,Omaha/Sioux City,USHL,Omaha
,23,"Mancini, Victor",Fr,6-4,215,5/26/2002,"Saginaw, Mich.",Defensemen,76,2022,NYR,5,Green Bay,USHL,Omaha
,48,"Pennington, Davis",Fr,5-10,180,5/27/2001,"Saline, Mich.",Defensemen,70,,,,Omaha,NCHC,Omaha
,3,"Proctor, Kirby",Jr,6-3,197,4/20/2001,"Okotoks, Alb.",Defensemen,75,,,,Des Moines,USHL,Omaha
,4,"Scanlin, Brandon",Jr,6-4,213,6/2/1999,"Hamilton, Ont.",Defensemen,76,,,,Brooks,AJHL,Omaha
,2,"Smallidge, Jason",Sr,6-2,193,5/20/1998,"Eagan, Minn.",Defensemen,74,,,,Youngstown ,USHL,Omaha
,20,"Tychonick, Jonny",Sr,6-0,187,3/3/2000,"Calgary, Alb.",Defensemen,72,2018,OTT,2,North Dakota,NCHC,Omaha
,45,"Abate, Joey",Jr,6-2,188,9/26/1998,"Bloomingdale, Ill.",Forwards,74,,,,Youngstown,USHL,Omaha
,14,"Berg, Cameron",Fr,6-0,195,1/29/2002,"West Fargo, N.D.",Forwards,72,2021,NYI,4,Omaha,NCHC,Omaha
,29,"Bohlsen, Kaden",So,6-3,192,1/10/2001,"Willmar, Minn.",Forwards,75,,,,Omaha,NCHC,Omaha
,26,"Bremer, Brock",So,5-5,140,8/26/1999,"Forest Lake, Minn.",Forwards,65,,,,Lincoln,USHL,Omaha
,10,"Conley, Kevin",Sr,6-0,191,2/17/1997,"Wausau, Wis.",Forwards,72,,,,Denver,NCHC,Omaha
,22,"Glynn, Jimmy",So,5-10,168,2/24/2000,"Lemont, Ill.",Forwards,70,,,,Dubuque,USHL,Omaha
,39,"McManus, Brannon",Sr,5-11,185,7/5/1999,"Newport Beach, Calif.",Forwards,71,,,,Chicago,USHL,Omaha
,27,"Miller, Matt",So,6-2,194,9/4/1999,"Leo, Ind.",Forwards,74,,,,Lincoln,USHL,Omaha
,19,"Mueller, Ty",Fr,5-11,200,2/26/2003,"Cochrane, Alb.",Forwards,71,2023,VAN,4,Sherwood Park,AJHL,Omaha
,13,"Primeau, Chayse",Sr,6-3,185,9/15/1997,"Margate City, N.J.",Forwards,75,,,,Omaha,NCHC,Omaha
,28,"Randl, Jack",Jr,5-10,175,5/7/2000,"Carpentersville, Ill.",Forwards,70,,,,Michigan,B10,Omaha
,11,"Sullivan, Nolan (C)",Jr,5-11,203,5/26/1999,"Eden Prairie, Minn.",Forwards,71,,,,Muskegon,USHL,Omaha
,16,"Sundberg, Martin",Sr,6-4,197,12/4/1996,"Linköping, Sweden",Forwards,76,,,,Fargo,USHL,Omaha
,17,"Ward, Taylor (C)",Sr,6-2,207,3/31/1998,"Kelowna, B.C.",Forwards,74,,,,Penticton ,BCHL,Omaha
,40,"Weiss, Tyler",Sr,5-11,146,1/3/2000,"Raleigh, N.C.",Forwards,71,2018,COL,4,USA U-18 Team,NTDP,Omaha
,36,"Roden, Austin",Jr,6-0,183,4/30/1998,"Victoria, B.C.",Goaltenders,72,,,,Providence,HEA,Omaha
,31,"Saville, Isaiah",Jr,6-1,196,9/21/2000,"Anchorage, Alaska",Goaltenders,73,2019,VGK,5,Tri-City,USHL,Omaha
,35,"Zab, Jacob",Jr,5-8,175,4/12/1998,"Mentor, Ohio",Goaltenders,68,,,,Pittsburgh,USPHL,Omaha
,3,"Anderson, Matt",Sr,6-0,195,4/11/1999,"Shakopee, Minn.",Defensemen,72,,,,Holy Family Catholic H.S.,,Minnesota-Duluth
,23,"Francis, Will",Fr,6-5,207,11/16/2000,"Shoreview, Minn.",Defensemen,77,2019,ANA,6,Cedar Rapids,USHL,Minnesota-Duluth
,20,"Gallatin, Owen",Fr,5-8,170,6/17/2002,"Hugo, Minn.",Defensemen,68,,,,Fargo,USHL,Minnesota-Duluth
,2,"Gotz, Darian",So,5-11,189,10/19/2000,"Hermantown, Minn.",Defensemen,71,,,,Cedar Rapids,USHL,Minnesota-Duluth
,5,"Kaiser, Wyatt",So,6-0,173,7/31/2002,"Ham Lake, Minn.",Defensemen,72,2020,CHI,3,Andover Huskies,USHS,Minnesota-Duluth
,25,"Kelley, Connor",So,6-1,190,1/30/2002,"Maple Grove, Minn.",Defensemen,73,2021,CHI,7,Minnesota Duluth,NCHC,Minnesota-Duluth
,8,"Lellig, Hunter",Sr,6-2,195,2/8/1999,"Waterloo, Iowa",Defensemen,74,,,,Minnesota-Duluth,NCHC,Minnesota-Duluth
,6,"Roehl, Louie",Sr,5-10,185,4/9/1998,"Eden Prairie, Minn.",Defensemen,70,,,,Minnesota,NAHL,Minnesota-Duluth
,27,"Rosenbaum, Jake",Sr,6-0,190,3/28/1997,"Tarabuco Canyon, Calif.",Defensemen,72,,,,Minnesota Duluth,NCHC,Minnesota-Duluth
,12,"Almquist, Ben",Jr,6-0,185,10/1/1999,"Victoria, Minn.",Forwards,72,,,,Minnesota-Duluth,WCHA,Minnesota-Duluth
,11,"Bender, Koby",Sr,6-1,200,7/15/1997,"Cloquet, Minn.",Forwards,73,,,,Muskegon,USHL,Minnesota-Duluth
,7,"Biondi, Blake",So,6-0,181,4/24/2002,"Hermantown, Minn.",Forwards,72,2020,MTL,4,Hermantown,USHS,Minnesota-Duluth
,21,"Cates, Noah (C)",Sr,6-2,190,2/5/1999,"Stillwater, Minn.",Forwards,74,2018,PHL,5,Omaha,USHL,Minnesota-Duluth
,37,"Gilling, Casey",Sr,6-0,185,3/25/1998,"Gaylord, Mich.",Forwards,72,,,,Miami,NCHC,Minnesota-Duluth
,18,"Jacques, Jesse",Sr,6-2,200,9/10/1998,"Hermantown, Minn.",Forwards,74,,,,Green Bay,USHL,Minnesota-Duluth
,17,"James, Dominic",Fr,5-11,165,7/3/2002,"Plymouth, Mich.",Forwards,71,2022,CHI,6,Lincoln,USHL,Minnesota-Duluth
,22,"Kleven, Kyler",Fr,6-0,170,10/12/2000,"Moorhead, Minn.",Forwards,72,,,,Waterloo,USHL,Minnesota-Duluth
,13,"Laderoute, Tanner",Sr,6-0,190,6/4/1997,"Edmonton, Alb.",Forwards,72,,,,Okotoks,AJHL,Minnesota-Duluth
,19,"Lee, Jarrett",Sr,5-10,154,6/4/1999,"Hibbing, Minn.",Forwards,70,,,,MInnesota Duluth,NCHC,Minnesota-Duluth
,16,"Loheit, Luke",Jr,6-1,195,7/26/2000,"Minnetonka, Minn.",Forwards,73,2018,OTT,7,Penticton,BCHL,Minnesota-Duluth
,33,"Loney, Carter",Fr,5-10,161,8/2/2002,"Columbus, Ohio",Forwards,70,,,,Sioux City,USHL,Minnesota-Duluth
,24,"Mylymok, Luke",So,5-11,183,9/29/2001,"Wilcox, Sask.",Forwards,71,,,,Minnesota Duluth,NCHC,Minnesota-Duluth
,15,"Olson, Quinn",Jr,5-11,170,5/9/2001,"Calgary, Alb.",Forwards,71,2019,BOS,3,Okotoks,AJHL,Minnesota-Duluth
,10,"Roth, Kobe",Gr,5-9,175,1/11/1997,"Warroad, Minn.",Forwards,69,,,,Des Moines,USHL,Minnesota-Duluth
,34,"Anderson, Brady",Sr,6-3,205,5/21/1999,"Eden Prairie, Minn.",Goaltenders,75,,,,Minnesota-Duluth,ACHA II,Minnesota-Duluth
,39,"Fanti, Ryan",Jr,6-3,195,10/3/1999,"Thunder Bay, Ont.",Goaltenders,75,,,,Minnesota,NAHL,Minnesota-Duluth
,36,"Patt, Ben",Sr,5-11,180,5/19/1996,"Brampton, Ont.",Goaltenders,71,,,,Notre Dame,SJHL,Minnesota-Duluth
,35,"Stejskal, Zach",So,6-4,215,12/20/1999,"Cohasset, Minn.",Goaltenders,76,,,,Wilkes-Barrie/Scranton,NAHL,Minnesota-Duluth
,16,"Brennan, Sam",So,6-0,200,1/16/2000,"Brighton, Mich.",Defensemen,72,,,,Lone Star,NAHL,Air-Force
,28,"Digby, Mitchell",Fr,5-11,185,6/26/2000,"Ottawa Lake, Mich.",Defensemen,71,,,,Lone Star,NAHL,Air-Force
,20,"Koch, Brandon",Jr,6-0,185,1/18/1999,"Hastings, Minn.",Defensemen,72,,,,Air Force,AHA,Air-Force
,2,"Kruse, Andrew",Jr,6-0,190,12/6/1998,"Delano, Minn.",Defensemen,72,,,,Minnesota,NAHL,Air-Force
,29,"Lester, Jasper",Fr,5-11,175,7/31/2000,"Colorado Springs, Colo.",Defensemen,71,,,,Fairbanks,NAHL,Air-Force
,27,"Robinson, Luke",So,6-3,205,2/16/2000,"Nashville, Tenn.",Defensemen,75,,,,Dubuque,USHL,Air-Force
,4,"Rowe, Luke",So,6-1,200,8/8/1998,"Succasunna, N.J.",Defensemen,73,,,,Boston Junior Bruins,USPHL,Air-Force
,22,"Usher, Drake",Fr,6-2,200,4/29/2000,"Upland, Calif.",Defensemen,74,,,,Wichita Falls,NAHL,Air-Force
,47,"Weigel, Dalton",Jr,6-0,195,12/30/1999,"Bloomington, Minn.",Defensemen,72,,,,Aberdeen,NAHL,Air-Force
,7,"Adams, Brian",So,5-8,175,12/7/1999,"San Ramon, Calif.",Forwards,68,,,,Wenatchee,BCHL,Air-Force
,8,"Bride, Blake",Jr,5-11,180,4/22/1998,"Broomfield, Colo.",Forwards,71,,,,Sioux Falls,USHL,Air-Force
,17,"Brown, Parker",So,5-10,155,9/8/1999,"Hanahan, S.C.",Forwards,70,,,,Fairbanks,NAHL,Air-Force
